2025-12-06 01:08:29	0.0000
2025-12-06 01:09:56	0.0342
2025-12-06 01:14:27	-0.0685
2025-12-06 01:17:46	-0.2226
2025-12-06 18:08:38	-0.2226
2025-12-06 22:02:01	-0.2226
2025-12-06 23:00:01	-0.2226
2025-12-07 00:00:01	-0.2226
2025-12-07 01:00:01	-0.2226
2025-12-07 02:00:01	-0.2226
2025-12-07 03:00:01	-0.2226
2025-12-07 04:00:01	-0.2226
2025-12-07 09:23:41	-0.2226
2025-12-07 10:00:01	-0.2226
2025-12-07 12:00:01	-0.2226
2025-12-07 13:00:02	-0.2226
2025-12-07 14:00:01	-0.2226
2025-12-07 15:00:01	-0.2226
2025-12-07 16:00:01	-0.2226
2025-12-07 17:00:01	-0.2226
2025-12-07 18:00:01	-0.2226
2025-12-07 19:00:01	-0.2226
2025-12-07 20:00:01	-0.2226
2025-12-07 21:00:01	-0.2226
2025-12-07 22:00:01	-0.2226
2025-12-07 23:00:01	-0.2226
2025-12-08 00:00:01	-0.2226
2025-12-08 01:00:02	-0.2226
2025-12-08 02:00:01	-0.2226
2025-12-08 03:00:01	-0.2226
2025-12-08 04:00:01	-0.2226
2025-12-08 05:00:01	-0.2226
2025-12-08 06:00:01	-0.2226
2025-12-08 07:00:01	-0.2226
2025-12-08 08:00:01	-0.0342
2025-12-08 09:00:01	0.0000
2025-12-08 10:00:01	-1.0445
2025-12-08 13:00:01	-0.0856
2025-12-08 13:05:31	-0.0171
2025-12-08 20:44:48	-0.0514
2025-12-08 21:00:36	0.0342
2025-12-08 21:40:38	-0.4795
2025-12-08 21:42:07	-0.4795
2025-12-08 22:00:01	-0.6164
2025-12-08 23:00:01	-0.3767
2025-12-09 00:00:01	-0.9589
2025-12-09 01:00:01	-0.8733
2025-12-09 02:00:02	-0.5993
2025-12-09 03:00:01	-0.9075
2025-12-09 04:00:01	-0.8390
2025-12-09 05:00:01	-0.6164
2025-12-09 06:00:01	-0.5479
2025-12-09 07:00:01	-0.5479
2025-12-09 08:00:01	-0.5993
2025-12-09 09:00:01	-0.7877
2025-12-09 10:00:01	-0.5479
2025-12-09 11:00:01	-0.4795
2025-12-09 12:00:01	-0.2740
2025-12-09 13:00:01	-0.3767
2025-12-09 14:00:01	-1.2671
2025-12-09 15:00:01	-0.8390
2025-12-09 16:00:01	-0.7534
2025-12-09 17:00:01	-0.2397
2025-12-09 18:00:02	0.0000
2025-12-09 19:00:01	0.2055
2025-12-09 20:00:01	0.1370
2025-12-09 21:00:01	0.3253
2025-12-09 22:00:01	0.6849
2025-12-09 23:00:01	1.0274
2025-12-10 00:00:01	2.7740
2025-12-10 01:00:01	3.2705
2025-12-10 02:00:01	2.9966
2025-12-10 03:00:01	3.5959
2025-12-10 04:00:01	3.7500
2025-12-10 05:00:01	3.9555
2025-12-10 06:00:01	3.7500
2025-12-10 07:00:01	3.7671
2025-12-10 08:00:02	4.0582
2025-12-10 09:00:01	3.8185
2025-12-10 10:00:01	5.0000
2025-12-10 11:00:01	4.7603
2025-12-10 12:00:01	4.2466
2025-12-10 13:00:01	4.4863
2025-12-10 14:00:01	4.8973
2025-12-10 15:00:01	5.0685
2025-12-10 16:00:01	5.1884
2025-12-10 17:00:01	4.6233
2025-12-10 18:00:01	4.1438
2025-12-10 19:00:01	4.4863
2025-12-10 20:00:01	4.2295
2025-12-10 21:00:01	4.3836
2025-12-10 22:00:01	4.0925
2025-12-10 23:00:02	3.4075
2025-12-11 00:00:01	3.5445
2025-12-11 01:00:01	4.1438
2025-12-11 02:00:02	3.7500
2025-12-11 03:00:01	3.2534
2025-12-11 04:00:01	4.1438
2025-12-11 05:00:02	5.6507
2025-12-11 06:00:01	5.7534
2025-12-11 07:00:01	5.7363
2025-12-11 08:00:01	5.9247
2025-12-11 09:00:01	6.5582
2025-12-11 10:00:01	7.4486
2025-12-11 11:00:01	6.5582
2025-12-11 11:37:28	6.9007
2025-12-11 23:04:00	6.9007
2025-12-12 00:00:01	8.1164
2025-12-12 01:00:01	9.3151
2025-12-12 02:00:01	9.4521
2025-12-12 03:00:01	8.9897
2025-12-12 04:00:02	9.0240
2025-12-12 05:00:01	8.6815
2025-12-12 06:00:01	8.7329
2025-12-12 07:00:01	8.7329
2025-12-12 08:00:01	7.8425
2025-12-12 09:00:01	8.4760
2025-12-12 10:00:01	8.3733
2025-12-12 11:00:01	8.8699
2025-12-12 12:00:02	8.6130
2025-12-12 13:00:01	8.5616
2025-12-12 14:00:01	9.2123
2025-12-12 15:00:01	8.9041
2025-12-12 16:00:01	9.0068
2025-12-12 17:00:01	9.2979
2025-12-12 18:00:01	9.6747
2025-12-12 19:00:01	9.9315
2025-12-12 20:00:01	10.1027
2025-12-12 21:00:01	9.5719
2025-12-12 22:00:02	10.0514
2025-12-12 23:00:01	10.2568
2025-12-13 00:00:01	6.3356
2025-12-13 01:00:01	4.5890
2025-12-13 02:00:01	5.5651
2025-12-13 03:00:01	5.3253
2025-12-13 04:00:01	5.7705
2025-12-13 05:00:01	5.7705
2025-12-13 06:00:01	5.9932
2025-12-13 07:00:01	5.9418
2025-12-13 08:00:01	5.9418
2025-12-13 09:00:01	5.9418
2025-12-13 10:00:01	5.9418
2025-12-13 11:00:01	5.9418
2025-12-13 12:00:01	5.9418
2025-12-13 13:00:01	5.9418
2025-12-13 14:00:01	5.9418
2025-12-13 15:00:02	5.9418
2025-12-13 15:22:32	5.9418
